season_year,team_id,team_code,team_name_en,team_name_es,country_en,country_es,distribution__passes_accuracy,distribution__passes_attempted,distribution__passes_completed,distribution__ball_possession,distribution__cross_accuruacy,distribution__cross_attempted,distribution__cross_completed,distribution__free_kick,distribution__matches_appearance
2004,50037,BAY,Bayern München,Bayern München,Germany,Alemania,,,,,,,,,10
2004,50051,RMA,Real Madrid,Real Madrid,Spain,España,,,,,,,,,8
2004,52682,MUN,Man Utd,Man Utd,England,Inglaterra,,,,,,,,,8
2004,52280,ARS,Arsenal,Arsenal,England,Inglaterra,,,,,,,,,8
2004,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,,,,,,,,,8
2004,50080,BAR,Barcelona,Barcelona,Spain,España,,,,,,,,,8
2004,50064,POR,Porto,Porto,Portugal,Portugal,,,,,,,,,8
2004,50040,BRM,Bremen,Bremen,Germany,Alemania,,,,,,,,,8
2004,50023,MON,Monaco,Monaco,France,Francia,,,,,,,,,8
2004,59044,DEP,Deportivo,Deportivo,Spain,España,,,,,,,,,6
2004,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,,,,,,,,,6
2004,52806,ROS,Rosenborg,Rosenborg,Norway,Noruega,,,,,,,,,6
2004,52747,PSG,Paris,Paris,France,Francia,,,,,,,,,6
2004,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,,,,,,,,,6
2004,52692,FEN,Fenerbahçe,Fenerbahçe,Türkiye,Turquía,,,,,,,,,6
2004,52268,VAL,Valencia,Valencia,Spain,España,,,,,,,,,6
2004,50143,AJX,Ajax,Ajax,Netherlands,Holanda,,,,,,,,,6
2004,50084,PAN,Panathinaikos,Panathinaikos,Greece,Grecia,,,,,,,,,6
2004,50074,AND,Anderlecht,Anderlecht,Belgium,Bélgica,,,,,,,,,6
2004,50050,CEL,Celtic,Celtic,Scotland,Escocia,,,,,,,,,6
2004,50033,SPA,Sparta Praha,Sparta Praha,Czechia,Chequia,,,,,,,,,6
2004,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,,,,,,,,,6
2004,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,,,,,,,,,6
2004,50137,ROM,Roma,Roma,Italy,Italia,,,,,,,,,6
2005,52280,ARS,Arsenal,Arsenal,England,Inglaterra,,,,,,,,,13
2005,50080,BAR,Barcelona,Barcelona,Spain,España,,,,,,,,,13
2005,70691,VIL,Villarreal,Villarreal,Spain,España,,,,,,,,,12
2005,50058,MIL,Milan,Milan,Italy,Italia,,,,,,,,,12
2005,5312,LYO,Lyon,Lyon,France,Francia,,,,,,,,,10
2005,50147,BEN,Benfica,Benfica,Portugal,Portugal,,,,,,,,,10
2005,50139,JUV,Juventus,Juventus,Italy,Italia,,,,,,,,,10
2005,50138,INT,Inter,Inter,Italy,Italia,,,,,,,,,10
2005,7889,LIV,Liverpool,Liverpool,England,Inglaterra,,,,,,,,,8
2005,52914,CHE,Chelsea,Chelsea,England,Inglaterra,,,,,,,,,8
2005,50143,AJX,Ajax,Ajax,Netherlands,Holanda,,,,,,,,,8
2005,50121,RAN,Rangers,Rangers,Scotland,Escocia,,,,,,,,,8
2005,50062,PSV,PSV,PSV,Netherlands,Holanda,,,,,,,,,8
2005,50051,RMA,Real Madrid,Real Madrid,Spain,España,,,,,,,,,8
2005,50040,BRM,Bremen,Bremen,Germany,Alemania,,,,,,,,,8
2005,50037,BAY,Bayern München,Bayern München,Germany,Alemania,,,,,,,,,8
2005,80409,THU,Thun,Thun,Switzerland,Suiza,,,,,,,,,6
2005,75797,LIL,Lille,Lille,France,Francia,,,,,,,,,6
2005,64519,PET,Petržalka,Petržalka,Slovakia,Eslovaquia,,,,,,,,,6
2005,57388,SCH,Schalke,Schalke,Germany,Alemania,,,,,,,,,6
2005,52806,ROS,Rosenborg,Rosenborg,Norway,Noruega,,,,,,,,,6
2005,52692,FEN,Fenerbahçe,Fenerbahçe,Türkiye,Turquía,,,,,,,,,6
2005,52682,MUN,Man Utd,Man Utd,England,Inglaterra,,,,,,,,,6
2005,52265,BET,Real Betis,Real Betis,Spain,España,,,,,,,,,6
2005,51310,UDI,Udinese,Udinese,Italy,Italia,,,,,,,,,6
2005,50084,PAN,Panathinaikos,Panathinaikos,Greece,Grecia,,,,,,,,,6
2005,50074,AND,Anderlecht,Anderlecht,Belgium,Bélgica,,,,,,,,,6
2005,50064,POR,Porto,Porto,Portugal,Portugal,,,,,,,,,6
2005,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,,,,,,,,,6
2005,50042,RAP,SK Rapid,SK Rapid,Austria,Austria,,,,,,,,,6
2005,50033,SPA,Sparta Praha,Sparta Praha,Czechia,Chequia,,,,,,,,,6
2005,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,,,,,,,,,6
2006,7889,LIV,Liverpool,Liverpool,England,Inglaterra,,,,,,,,,13
2006,50058,MIL,Milan,Milan,Italy,Italia,,,,,,,,,13
2006,52914,CHE,Chelsea,Chelsea,England,Inglaterra,,,,,,,,,12
2006,52682,MUN,Man Utd,Man Utd,England,Inglaterra,,,,,,,,,12
2006,52268,VAL,Valencia,Valencia,Spain,España,,,,,,,,,10
2006,50137,ROM,Roma,Roma,Italy,Italia,,,,,,,,,10
2006,50062,PSV,PSV,PSV,Netherlands,Holanda,,,,,,,,,10
2006,50037,BAY,Bayern München,Bayern München,Germany,Alemania,,,,,,,,,10
2006,50050,CEL,Celtic,Celtic,Scotland,Escocia,,,,,,,,,8
2006,75797,LIL,Lille,Lille,France,Francia,,,,,,,,,8
2006,5312,LYO,Lyon,Lyon,France,Francia,,,,,,,,,8
2006,52280,ARS,Arsenal,Arsenal,England,Inglaterra,,,,,,,,,8
2006,50138,INT,Inter,Inter,Italy,Italia,,,,,,,,,8
2006,50080,BAR,Barcelona,Barcelona,Spain,España,,,,,,,,,8
2006,50064,POR,Porto,Porto,Portugal,Portugal,,,,,,,,,8
2006,50051,RMA,Real Madrid,Real Madrid,Spain,España,,,,,,,,,8
2006,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,,,,,,,,,6
2006,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,,,,,,,,,6
2006,52709,CPH,Copenhagen,Copenhagen,Denmark,Dinamarca,,,,,,,,,6
2006,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,,,,,,,,,6
2006,52167,HSV,Hamburg,Hamburg,Germany,Alemania,,,,,,,,,6
2006,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,,,,,,,,,6
2006,50147,BEN,Benfica,Benfica,Portugal,Portugal,,,,,,,,,6
2006,50129,AEK,AEK Athens,AEK Athens,Greece,Grecia,,,,,,,,,6
2006,50127,BOR,Bordeaux,Bordeaux,France,Francia,,,,,,,,,6
2006,50074,AND,Anderlecht,Anderlecht,Belgium,Bélgica,,,,,,,,,6
2006,50068,SPM,Spartak Moskva,Spartak Moskva,Russia,Rusia,,,,,,,,,6
2006,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,,,,,,,,,6
2006,50065,FCSB,FCSB,FCSB,Romania,Rumanía,,,,,,,,,6
2006,50044,LSO,Levski Sofia,Levski Sofia,Bulgaria,Bulgaria,,,,,,,,,6
2006,50040,BRM,Bremen,Bremen,Germany,Alemania,,,,,,,,,6
2006,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,,,,,,,,,6
2008,52914,CHE,Chelsea,Chelsea,England,Inglaterra,,,,,,,,,13
2008,52682,MUN,Man Utd,Man Utd,England,Inglaterra,,,,,,,,,13
2008,7889,LIV,Liverpool,Liverpool,England,Inglaterra,,,,,,,,,12
2008,50080,BAR,Barcelona,Barcelona,Spain,España,,,,,,,,,12
2008,57388,SCH,Schalke,Schalke,Germany,Alemania,,,,,,,,,10
2008,52692,FEN,Fenerbahçe,Fenerbahçe,Türkiye,Turquía,,,,,,,,,10
2008,52280,ARS,Arsenal,Arsenal,England,Inglaterra,,,,,,,,,10
2008,50137,ROM,Roma,Roma,Italy,Italia,,,,,,,,,10
2008,52714,SEV,Sevilla,Sevilla,Spain,España,,,,,,,,,8
2008,50064,POR,Porto,Porto,Portugal,Portugal,,,,,,,,,8
2008,5312,LYO,Lyon,Lyon,France,Francia,,,,,,,,,8
2008,50138,INT,Inter,Inter,Italy,Italia,,,,,,,,,8
2008,50058,MIL,Milan,Milan,Italy,Italia,,,,,,,,,8
2008,50051,RMA,Real Madrid,Real Madrid,Spain,España,,,,,,,,,8
2008,50050,CEL,Celtic,Celtic,Scotland,Escocia,,,,,,,,,8
2008,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,,,,,,,,,8
2008,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,,,,,,,,,6
2008,52973,LAZ,Lazio,Lazio,Italy,Italia,,,,,,,,,6
2008,52806,ROS,Rosenborg,Rosenborg,Norway,Noruega,,,,,,,,,6
2008,52748,MAR,Marseille,Marseille,France,Francia,,,,,,,,,6
2008,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,,,,,,,,,6
2008,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,,,,,,,,,6
2008,52498,SLA,Slavia Praha,Slavia Praha,Czechia,Chequia,,,,,,,,,6
2008,52268,VAL,Valencia,Valencia,Spain,España,,,,,,,,,6
2008,50157,BES,Beşiktaş,Beşiktaş,Türkiye,Turquía,,,,,,,,,6
2008,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,,,,,,,,,6
2008,50147,BEN,Benfica,Benfica,Portugal,Portugal,,,,,,,,,6
2008,50121,RAN,Rangers,Rangers,Scotland,Escocia,,,,,,,,,6
2008,50107,STU,Stuttgart,Stuttgart,Germany,Alemania,,,,,,,,,6
2008,50065,FCSB,FCSB,FCSB,Romania,Rumanía,,,,,,,,,6
2008,50062,PSV,PSV,PSV,Netherlands,Holanda,,,,,,,,,6
2008,50040,BRM,Bremen,Bremen,Germany,Alemania,,,,,,,,,6
2009,52826,ZEN,Zenit,Zenit,Russia,Rusia,,,,,,,,27.0,6
2009,50080,BAR,Barcelona,Barcelona,Spain,España,,,,,,,,13.0,13
2009,50051,RMA,Real Madrid,Real Madrid,Spain,España,,,,,,,,11.0,8
2009,50139,JUV,Juventus,Juventus,Italy,Italia,,,,,,,,10.0,8
2009,66168,BTE,BATE Borisov,BATE Borisov,Belarus,Bielorrusia,,,,,,,,10.0,6
2009,52682,MUN,Man Utd,Man Utd,England,Inglaterra,,,,,,,,5.0,13
2009,50037,BAY,Bayern München,Bayern München,Germany,Alemania,,,,,,,,2.0,10
2009,52280,ARS,Arsenal,Arsenal,England,Inglaterra,,,,,,,,,12
2009,52914,CHE,Chelsea,Chelsea,England,Inglaterra,,,,,,,,,12
2009,7889,LIV,Liverpool,Liverpool,England,Inglaterra,,,,,,,,,10
2009,70691,VIL,Villarreal,Villarreal,Spain,España,,,,,,,,,10
2009,50064,POR,Porto,Porto,Portugal,Portugal,,,,,,,,,10
2009,50137,ROM,Roma,Roma,Italy,Italia,,,,,,,,,8
2009,5312,LYO,Lyon,Lyon,France,Francia,,,,,,,,,8
2009,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,,,,,,,,,8
2009,50138,INT,Inter,Inter,Italy,Italia,,,,,,,,,8
2009,50124,ATM,Atleti,Atleti,Spain,España,,,,,,,,,8
2009,50084,PAN,Panathinaikos,Panathinaikos,Greece,Grecia,,,,,,,,,8
2009,88131,CLU,CFR Cluj,CFR Cluj,Romania,Rumanía,,,,,,,,,6
2009,59856,BSL,Basel,Basel,Switzerland,Suiza,,,,,,,,,6
2009,54186,AAL,AaB,AaB,Denmark,Dinamarca,,,,,,,,,6
2009,52897,ANO,Anorthosis,Anorthosis,Cyprus,Chipre,,,,,,,,,6
2009,52817,FIO,Fiorentina,Fiorentina,Italy,Italia,,,,,,,,,6
2009,52748,MAR,Marseille,Marseille,France,Francia,,,,,,,,,6
2009,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,,,,,,,,,6
2009,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,,,,,,,,,6
2009,52692,FEN,Fenerbahçe,Fenerbahçe,Türkiye,Turquía,,,,,,,,,6
2009,50127,BOR,Bordeaux,Bordeaux,France,Francia,,,,,,,,,6
2009,50065,FCSB,FCSB,FCSB,Romania,Rumanía,,,,,,,,,6
2009,50062,PSV,PSV,PSV,Netherlands,Holanda,,,,,,,,,6
2009,50050,CEL,Celtic,Celtic,Scotland,Escocia,,,,,,,,,6
2009,50040,BRM,Bremen,Bremen,Germany,Alemania,,,,,,,,,6
2010,50037,BAY,Bayern München,Bayern München,Germany,Alemania,,,,,,,,24.0,13
2010,50138,INT,Inter,Inter,Italy,Italia,,,,,,,,11.0,13
2010,50139,JUV,Juventus,Juventus,Italy,Italia,,,,,,,,9.0,6
2010,5312,LYO,Lyon,Lyon,France,Francia,,,,,,,,,12
2010,50080,BAR,Barcelona,Barcelona,Spain,España,,,,,,,,,12
2010,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,,,,,,,,,10
2010,52682,MUN,Man Utd,Man Utd,England,Inglaterra,,,,,,,,,10
2010,52280,ARS,Arsenal,Arsenal,England,Inglaterra,,,,,,,,,10
2010,50127,BOR,Bordeaux,Bordeaux,France,Francia,,,,,,,,,10
2010,52914,CHE,Chelsea,Chelsea,England,Inglaterra,,,,,,,,,8
2010,52817,FIO,Fiorentina,Fiorentina,Italy,Italia,,,,,,,,,8
2010,52714,SEV,Sevilla,Sevilla,Spain,España,,,,,,,,,8
2010,50107,STU,Stuttgart,Stuttgart,Germany,Alemania,,,,,,,,,8
2010,50064,POR,Porto,Porto,Portugal,Portugal,,,,,,,,,8
2010,50058,MIL,Milan,Milan,Italy,Italia,,,,,,,,,8
2010,50051,RMA,Real Madrid,Real Madrid,Spain,España,,,,,,,,,8
2010,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,,,,,,,,,8
2010,92507,URZ,Unirea Urziceni,Unirea Urziceni,Romania,Rumanía,,,,,,,,,6
2010,82818,RUB,Rubin,Rubin,Russia,Rusia,,,,,,,,,6
2010,7889,LIV,Liverpool,Liverpool,England,Inglaterra,,,,,,,,,6
2010,64332,WOB,Wolfsburg,Wolfsburg,Germany,Alemania,,,,,,,,,6
2010,59045,MHA,Maccabi Haifa,Maccabi Haifa,Israel,Israel,,,,,,,,,6
2010,52958,DEB,Debrecen,Debrecen,Hungary,Hungría,,,,,,,,,6
2010,52748,MAR,Marseille,Marseille,France,Francia,,,,,,,,,6
2010,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,,,,,,,,,6
2010,52327,AZ,AZ Alkmaar,AZ Alkmaar,Netherlands,Holanda,,,,,,,,,6
2010,52165,STD,Standard Liège,Standard Liège,Belgium,Bélgica,,,,,,,,,6
2010,51150,ZUR,Zürich,Zürich,Switzerland,Suiza,,,,,,,,,6
2010,50157,BES,Beşiktaş,Beşiktaş,Türkiye,Turquía,,,,,,,,,6
2010,50124,ATM,Atleti,Atleti,Spain,España,,,,,,,,,6
2010,50121,RAN,Rangers,Rangers,Scotland,Escocia,,,,,,,,,6
2010,50118,APO,APOEL,APOEL,Cyprus,Chipre,,,,,,,,,6
2011,52709,CPH,Copenhagen,Copenhagen,Denmark,Dinamarca,,,,,,1.0,,,8
2011,59869,HTA,H. Tel Aviv,H. Tel Aviv,Israel,Israel,,,,,,,,31.0,6
2011,5312,LYO,Lyon,Lyon,France,Francia,,,,,,,,23.0,8
2011,57388,SCH,Schalke,Schalke,Germany,Alemania,,,,,,,,20.0,12
2011,50080,BAR,Barcelona,Barcelona,Spain,España,,,,,,,,15.0,13
2011,50147,BEN,Benfica,Benfica,Portugal,Portugal,,,,,,,,11.0,6
2011,52682,MUN,Man Utd,Man Utd,England,Inglaterra,,,,,,,,4.0,13
2011,50051,RMA,Real Madrid,Real Madrid,Spain,España,,,,,,,,,12
2011,52914,CHE,Chelsea,Chelsea,England,Inglaterra,,,,,,,,,10
2011,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,,,,,,,,,10
2011,50138,INT,Inter,Inter,Italy,Italia,,,,,,,,,10
2011,1652,TOT,Tottenham,Tottenham,England,Inglaterra,,,,,,,,,10
2011,52748,MAR,Marseille,Marseille,France,Francia,,,,,,,,,8
2011,52280,ARS,Arsenal,Arsenal,England,Inglaterra,,,,,,,,,8
2011,52268,VAL,Valencia,Valencia,Spain,España,,,,,,,,,8
2011,50137,ROM,Roma,Roma,Italy,Italia,,,,,,,,,8
2011,50058,MIL,Milan,Milan,Italy,Italia,,,,,,,,,8
2011,50037,BAY,Bayern München,Bayern München,Germany,Alemania,,,,,,,,,8
2011,88131,CLU,CFR Cluj,CFR Cluj,Romania,Rumanía,,,,,,,,,6
2011,82818,RUB,Rubin,Rubin,Russia,Rusia,,,,,,,,,6
2011,61601,ZIL,Žilina,Žilina,Slovakia,Eslovaquia,,,,,,,,,6
2011,59856,BSL,Basel,Basel,Switzerland,Suiza,,,,,,,,,6
2011,52818,TWE,Twente,Twente,Netherlands,Holanda,,,,,,,,,6
2011,52695,BUR,Bursaspor,Bursaspor,Türkiye,Turquía,,,,,,,,,6
2011,52336,BRA,Braga,Braga,Portugal,Portugal,,,,,,,,,6
2011,52269,AJA,Auxerre,Auxerre,France,Francia,,,,,,,,,6
2011,50162,PRT,Partizan,Partizan,Serbia,Serbia,,,,,,,,,6
2011,50143,AJX,Ajax,Ajax,Netherlands,Holanda,,,,,,,,,6
2011,50121,RAN,Rangers,Rangers,Scotland,Escocia,,,,,,,,,6
2011,50084,PAN,Panathinaikos,Panathinaikos,Greece,Grecia,,,,,,,,,6
2011,50068,SPM,Spartak Moskva,Spartak Moskva,Russia,Rusia,,,,,,,,,6
2011,50040,BRM,Bremen,Bremen,Germany,Alemania,,,,,,,,,6
2012,50080,BAR,Barcelona,Barcelona,Spain,España,,9549,8555,,,88.0,30,,12
2012,50037,BAY,Bayern München,Bayern München,Germany,Alemania,,7994,6734,,,138.0,37,21.0,13
2012,50051,RMA,Real Madrid,Real Madrid,Spain,España,,7452,6327,,,97.0,26,,12
2012,52914,CHE,Chelsea,Chelsea,England,Inglaterra,,6512,5137,,,87.0,28,10.0,13
2012,50058,MIL,Milan,Milan,Italy,Italia,,4833,4027,,,46.0,24,,10
2012,50147,BEN,Benfica,Benfica,Portugal,Portugal,,4813,3920,,,71.0,18,12.0,10
2012,5312,LYO,Lyon,Lyon,France,Francia,,4584,3965,52.0,,47.0,14,,8
2012,52748,MAR,Marseille,Marseille,France,Francia,,4439,3601,,,76.0,19,,10
2012,52280,ARS,Arsenal,Arsenal,England,Inglaterra,,4180,3606,,,35.0,4,,8
2012,59856,BSL,Basel,Basel,Switzerland,Suiza,,3982,3430,,,27.0,9,,8
2012,52919,MCI,Man City,Man City,England,Inglaterra,,3946,3709,,,9.0,3,3.0,6
2012,50118,APO,APOEL,APOEL,Cyprus,Chipre,,3944,2985,,,16.0,4,23.0,10
2012,52826,ZEN,Zenit,Zenit,Russia,Rusia,,3871,3210,51.0,,46.0,13,61.0,8
2012,52682,MUN,Man Utd,Man Utd,England,Inglaterra,,3680,3439,,,28.0,11,,6
2012,52268,VAL,Valencia,Valencia,Spain,España,,3558,3332,,,28.0,11,,6
2012,50143,AJX,Ajax,Ajax,Netherlands,Holanda,,3526,3323,,,22.0,2,,6
2012,50138,INT,Inter,Inter,Italy,Italia,,3519,2923,,,32.0,9,16.0,8
2012,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,,3495,2992,,,25.0,8,,8
2012,50136,NAP,Napoli,Napoli,Italy,Italia,,3372,2713,,,21.0,8,,8
2012,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,,3285,2758,,,29.0,6,,8
2012,75797,LIL,Lille,Lille,France,Francia,,2982,2771,,,20.0,4,13.0,6
2012,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,,2894,2600,,,12.0,2,,6
2012,50064,POR,Porto,Porto,Portugal,Portugal,,2837,2543,,,13.0,3,14.0,6
2012,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,,2690,2435,,,14.0,5,17.0,6
2012,52731,TRA,Trabzonspor,Trabzonspor,Türkiye,Turquía,,2676,2435,,,6.0,1,,6
2012,70691,VIL,Villarreal,Villarreal,Spain,España,,2631,2384,,,8.0,2,,6
2012,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,,2454,2201,,,8.0,2,,6
2012,50151,OTE,Oţelul,Oţelul,Romania,Rumanía,,2341,2058,,,9.0,2,,6
2012,66168,BTE,BATE Borisov,BATE Borisov,Belarus,Bielorrusia,,2265,2052,,,5.0,2,,6
2012,61582,GEN,Genk,Genk,Belgium,Bélgica,,2205,1991,,,12.0,5,,6
2012,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,,2200,1985,,,23.0,8,,6
2012,64388,PLZ,Viktoria Plzeň,Viktoria Plzeň,Czechia,Chequia,,1762,1558,,,18.0,6,,6
2013,50080,BAR,Barcelona,Barcelona,Spain,España,,9403,7799,66.0,,132.0,27,2.0,12
2013,50037,BAY,Bayern München,Bayern München,Germany,Alemania,,7591,5724,,,218.0,39,3.0,13
2013,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,,6998,4624,,,157.0,34,1.0,13
2013,50051,RMA,Real Madrid,Real Madrid,Spain,España,,6759,4907,,,149.0,37,3.0,12
2013,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,,5292,3732,,,198.0,34,3.0,10
2013,52747,PSG,Paris,Paris,France,Francia,,5227,3721,,,113.0,35,7.0,10
2013,50139,JUV,Juventus,Juventus,Italy,Italia,,5173,3660,,,156.0,38,2.0,10
2013,74069,MAL,Málaga,Málaga,Spain,España,,4814,3095,,,116.0,22,1.0,10
2013,50064,POR,Porto,Porto,Portugal,Portugal,,4701,3428,,,138.0,28,3.0,8
2013,52280,ARS,Arsenal,Arsenal,England,Inglaterra,,4480,3277,,,106.0,28,3.0,8
2013,52682,MUN,Man Utd,Man Utd,England,Inglaterra,,4476,3264,,,144.0,26,,8
2013,52268,VAL,Valencia,Valencia,Spain,España,,4353,3168,,,131.0,33,3.0,8
2013,57388,SCH,Schalke,Schalke,Germany,Alemania,,4285,3074,,,143.0,20,1.0,8
2013,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,,3965,2820,,,108.0,19,,8
2013,50058,MIL,Milan,Milan,Italy,Italia,,3752,2487,,,124.0,42,3.0,8
2013,50143,AJX,Ajax,Ajax,Netherlands,Holanda,,3649,2756,,,93.0,17,,6
2013,52919,MCI,Man City,Man City,England,Inglaterra,,3449,2570,,,100.0,18,,6
2013,50050,CEL,Celtic,Celtic,Scotland,Escocia,,3337,2046,,,135.0,29,2.0,8
2013,52336,BRA,Braga,Braga,Portugal,Portugal,,3176,2306,,,119.0,23,3.0,6
2013,79940,NRS,Nordsjælland,Nordsjælland,Denmark,Dinamarca,,3157,2329,,,65.0,12,,6
2013,50128,MON,Montpellier,Montpellier,France,Francia,,3114,2189,,,113.0,17,1.0,6
2013,52826,ZEN,Zenit,Zenit,Russia,Rusia,,3105,2166,,,74.0,13,1.0,6
2013,52914,CHE,Chelsea,Chelsea,England,Inglaterra,,3088,2287,,,112.0,22,1.0,6
2013,66168,BTE,BATE Borisov,BATE Borisov,Belarus,Bielorrusia,,3033,2135,,,43.0,10,,6
2013,50074,AND,Anderlecht,Anderlecht,Belgium,Bélgica,,3016,2127,,,122.0,21,1.0,6
2013,75797,LIL,Lille,Lille,France,Francia,,2987,2039,,,114.0,23,1.0,6
2013,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,,2895,1981,,,77.0,11,,6
2013,50068,SPM,Spartak Moskva,Spartak Moskva,Russia,Rusia,,2803,1921,,,71.0,20,,6
2013,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,,2686,1747,,,85.0,17,2.0,6
2013,50147,BEN,Benfica,Benfica,Portugal,Portugal,,2633,1636,,,125.0,38,3.0,6
2013,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,,2609,1630,46.0,,111.0,23,2.0,6
2013,88131,CLU,CFR Cluj,CFR Cluj,Romania,Rumanía,,2194,1138,,,60.0,8,,6
2014,50037,BAY,Bayern München,Bayern München,Germany,Alemania,,9575,7948,,,346.0,100,67.0,12
2014,50051,RMA,Real Madrid,Real Madrid,Spain,España,,8480,6678,,,222.0,69,68.0,13
2014,50080,BAR,Barcelona,Barcelona,Spain,España,,8190,6912,,,210.0,48,76.0,10
2014,52747,PSG,Paris,Paris,France,Francia,,7418,6191,58.0,,157.0,42,54.0,10
2014,50124,ATM,Atleti,Atleti,Spain,España,,6833,4742,,,259.0,71,67.0,13
2014,52914,CHE,Chelsea,Chelsea,England,Inglaterra,,6808,5135,,,157.0,40,75.0,12
2014,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,,5619,4003,,,161.0,35,39.0,10
2014,52682,MUN,Man Utd,Man Utd,England,Inglaterra,,5556,4066,,,178.0,44,28.0,10
2014,52826,ZEN,Zenit,Zenit,Russia,Rusia,,5154,3885,,,146.0,30,35.0,8
2014,52280,ARS,Arsenal,Arsenal,England,Inglaterra,,4889,3763,,,114.0,30,22.0,8
2014,57388,SCH,Schalke,Schalke,Germany,Alemania,,4856,3764,,,157.0,37,15.0,8
2014,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,,4520,3323,,,111.0,30,36.0,8
2014,52919,MCI,Man City,Man City,England,Inglaterra,,4370,3337,,,136.0,53,22.0,8
2014,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,,4288,3143,,,166.0,42,20.0,8
2014,50058,MIL,Milan,Milan,Italy,Italia,,4057,2982,,,137.0,43,26.0,8
2014,50064,POR,Porto,Porto,Portugal,Portugal,,3715,2795,,,190.0,71,2.0,6
2014,50143,AJX,Ajax,Ajax,Netherlands,Holanda,,3659,2853,,,136.0,30,1.0,6
2014,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,,3657,2549,,,143.0,40,22.0,8
2014,50139,JUV,Juventus,Juventus,Italy,Italia,,3544,2722,,,123.0,36,,6
2014,59856,BSL,Basel,Basel,Switzerland,Suiza,,3463,2524,,,86.0,16,1.0,6
2014,50136,NAP,Napoli,Napoli,Italy,Italia,,3425,2524,50.0,,75.0,13,2.0,6
2014,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,,3220,2367,,,117.0,33,,6
2014,50123,RSO,Real Sociedad,Real Sociedad,Spain,España,,3198,2274,,,136.0,36,3.0,6
2014,50065,FCSB,FCSB,FCSB,Romania,Rumanía,,3194,2213,,,84.0,24,,6
2014,52709,CPH,Copenhagen,Copenhagen,Denmark,Dinamarca,,3185,2341,,,65.0,13,2.0,6
2014,50147,BEN,Benfica,Benfica,Portugal,Portugal,,3175,2353,,,116.0,44,2.0,6
2014,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,,3073,2261,42.0,,84.0,22,,6
2014,52748,MAR,Marseille,Marseille,France,Francia,,2988,2149,,,102.0,30,1.0,6
2014,50110,AUS,Austria Wien,Austria Wien,Austria,Austria,,2819,1820,40.0,,79.0,21,1.0,6
2014,50074,AND,Anderlecht,Anderlecht,Belgium,Bélgica,,2786,1923,,,154.0,35,,6
2014,64388,PLZ,Viktoria Plzeň,Viktoria Plzeň,Czechia,Chequia,,2736,1900,,,114.0,38,1.0,6
2014,50050,CEL,Celtic,Celtic,Scotland,Escocia,,2508,1701,41.0,,126.0,30,2.0,6
